,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer,Price_km
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5,Mahindra,1263.7844999999998
2995,Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95,Hyundai,1336.896
2996,Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6,Honda,898.227
2997,Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,Hyundai,1417.6668
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5,Mercedes-Benz,924.9771999999999
2999,Toyota Etios G,Pune,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8,Toyota,1225.488
3000,Honda City 1.5 E MT,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5,Honda,1183.71
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,Maruti,1458.522
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8,Maruti,1531.86
3003,Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59,Hyundai,1184.4063
3004,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti,1446.0559999999998
3005,Toyota Fortuner 4x2 Manual,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85,Toyota,810.29
3006,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5,Jeep,1065.843
3007,Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,Hyundai,1295.118
3008,Maruti Wagon R LXI CNG,Delhi,2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,2.85,Maruti,1117.2
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75,Tata,868.2569
3010,Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3,Maruti,1202.969
3011,Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3,Tata,1558.25
3012,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95,Maruti,1770.1719999999998
3013,Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49,Maruti,1608.453
3014,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7,BMW,915.6276999999999
3015,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43,Volkswagen,1146.8060999999998
3016,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5,Tata,868.2569
3017,Mini Cooper S Carbon Edition,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75,Mini,946.968
3018,Ford Figo Petrol Titanium,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0,Ford,1086.2279999999998
3019,Honda City i DTEC V,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98,Honda,1620.58
3020,Hyundai Tucson CRDi,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75,Hyundai,785.358
3021,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75,Skoda,1246.6
3022,Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5,Toyota,716.795
3023,Hyundai Verna 1.6 SX,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49,Hyundai,1391.2056
3024,Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85,Mahindra,941.183
3025,Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault,1752.5871
3026,Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3,Hyundai,1295.118
3027,Honda City V AT,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75,Honda,1086.2279999999998
3028,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88,Ford,680.0203
3029,Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23,Skoda,953.9309999999999
3030,BMW 3 Series 320d Sport,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0,BMW,1414.2677
3031,Maruti Ertiga VXI CNG,Mumbai,2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,5.8,Maruti,957.6
3032,Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75,Maruti,1446.0559999999998
3033,Hyundai Santro Xing XP,Jaipur,2005,120000,Petrol,Manual,First,0.0,1086.0,,5.0,1.15,Hyundai,0.0
3034,Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75,Toyota,716.795
3035,Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95,Maruti,1121.0430000000001
3036,Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95,Tata,1413.489
3037,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25,Honda,1253.34
3038,BMW 3 Series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99,BMW,822.756
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5,Mercedes-Benz,885.7093
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36,Maruti,1770.1719999999998
3041,Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35,Maruti,1115.4725999999998
3042,Hyundai Verna 1.6 VTVT,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95,Hyundai,1184.4063
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7,Land,787.2279
3044,Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.15,Hyundai,0.0
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5,Mercedes-Benz,1201.0991
3046,Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07,Hyundai,1417.6668
3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99,Volkswagen,1375.6231
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9,Maruti,1514.619
3049,Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49,Renault,1238.4971
3050,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1,Tata,1121.94
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0,Mercedes-Benz,704.3290000000001
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5,Hyundai,1583.1819999999998
3053,Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0,Hyundai,1128.173
3054,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1,Hyundai,1184.4063
3055,Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25,Ford,1086.2279999999998
3056,Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95,Maruti,1570.716
3057,Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95,Renault,1438.5764
3058,Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49,Volkswagen,1146.8060999999998
3059,BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67,BMW,1414.2677
3060,Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25,Skoda,1044.4499999999998
3061,Hyundai Santro GS,Ahmedabad,2005,58000,Petrol,Manual,Second,0.0,999.0,,5.0,1.51,Hyundai,0.0
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88,Audi,752.3231
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9,Maruti,1633.6693
3064,Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99,Honda,1564.483
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4,Mercedes-Benz,761.0559
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0,Audi,908.1481
3067,Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85,Mahindra,873.8666
3068,Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21,Honda,835.56
3069,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4,Maruti,1079.2649999999999
3070,Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0,Toyota,1011.7238999999998
3071,Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75,Volkswagen,1002.6719999999999
3072,Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95,Hyundai,1469.193
3073,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8,Skoda,1246.6
3074,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9,Maruti,1427.357
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95,Toyota,994.3163999999999
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,Toyota,809.6667
3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0,Tata,1700.3624
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68,Skoda,1072.9983
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8,Ford,680.0203
3080,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46,Renault,1752.5871
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0,Hyundai,1433.59
3082,Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5,Skoda,1090.7749999999999
3083,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87,Toyota,1335.7319
3084,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5,Mahindra,959.882
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5,Audi,882.5928
3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88,Chevrolet,1134.406
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08,BMW,1414.2677
3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5,Nissan,1348.8212
3089,Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5,Honda,891.264
3090,Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45,Hyundai,1047.144
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35,Maruti,1169.7839999999999
3092,Honda City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0,Honda,1211.562
3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,28.0,Audi,0.0
3094,Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0,Ford,1155.858
3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35,Hyundai,1404.9181999999998
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.63,Mercedes-Benz,810.29
3097,Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,3.0,Maruti,1100.3999999999999
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9,Ford,1419.2540999999999
3099,Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25,Hyundai,1288.155
3100,Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25,Honda,1239.414
3101,Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85,Nissan,1438.5764
3102,Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2,Ford,1246.6
3103,Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75,Nissan,1283.9772
3104,Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248.0,,5.0,3.38,Maruti,1109.474
3105,Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75,Honda,891.264
3106,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7,Skoda,953.9309999999999
3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9,Maruti,974.8199999999999
3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25,Hyundai,1365.0269999999998
3109,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5,Hyundai,1060.2333
3110,Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34,Maruti,1570.716
3111,Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85,Maruti,1570.716
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5,Toyota,797.8240000000001
3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.2,Hyundai,1520.8519999999999
3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75,Maruti,1294.5941
3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.0,Ford,680.0203
3116,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61,Hyundai,1404.9181999999998
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46,Maruti,1322.9699999999998
3118,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8,Maruti,1315.163
3119,Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0,Maruti,1354.9199999999998
3120,Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47,Honda,1183.71
3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45,Maruti,1218.5249999999999
3122,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,21.5,BMW,1062.7265
3123,Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38,Tata,1044.4499999999998
3124,Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5,Mahindra,997.28
3125,Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1,Hyundai,1180.2285
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49,Maruti,1490.0819999999999
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51,Maruti,1514.619
3128,Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39,Ford,1086.2279999999998
3129,Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25,Maruti,1408.68
3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65,Volkswagen,1266.5697
3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85,Mahindra,931.8335
3132,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02,Porsche,928.1678999999999
3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8,Maruti,1202.969
3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9,Volkswagen,1128.0059999999999
3135,Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35,Hyundai,1184.4063
3136,Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85,Hyundai,1379.3702999999998
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,22.75,Mercedes-Benz,810.29
3138,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.45,Maruti,1204.599
3139,Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.64,Hyundai,1417.6668
3140,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.27,Honda,1608.114
3141,Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,10.0,Tata,878.853
3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95,Honda,1288.155
3143,Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.38,Hyundai,1183.71
3144,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,16.8,Volkswagen,1022.8646999999999
3145,Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,1.99,Honda,1162.821
3146,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.84,Hyundai,1316.0069999999998
3147,Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,36.15,Jaguar,918.7442
3148,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,25.7,Jaguar,1019.7188
3149,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.24,Mahindra,997.28
3150,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.65,Maruti,1414.8909999999998
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.31,Audi,1066.4663
3152,Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.75,Renault,1184.8933
3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.69,Maruti,1329.933
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen,1146.8060999999998
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55,Maruti,1371.7109999999998
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84,Hyundai,1316.0069999999998
3157,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6,Tata,1768.6019999999999
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,21.73,Audi,1242.1992
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.75,Volkswagen,1146.8060999999998
3160,Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.45,Maruti,1583.3861999999997
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,31.55,Mini,1290.231
3162,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.25,Audi,947.4159999999999
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36,Ford,786.6045999999999
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,6.5,Ford,1100.154
3165,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,Hyundai,1316.0069999999998
3166,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,5.5,Chevrolet,1267.2659999999998
3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.0,Maruti,1451.7855
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65,Tata,1223.3990999999999
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,28.5,Mercedes-Benz,1201.0991
3170,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,7.11,Chevrolet,1078.309
3171,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.9,Maruti,1315.163
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.6,Hyundai,1316.0069999999998
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,2.25,Maruti,1770.1719999999998
3174,Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.9,Hyundai,1391.2056
3175,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,28.63,Jaguar,918.7442
