,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Manufacturer,Price_km
1385,Honda City 1.5 GXI,Pune,2004,115000,Petrol,Manual,Second,1493.0,100.0,5.0,1.5,Honda,0.0
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,1248.0,88.5,5.0,5.5,Maruti,1750.8497
1399,Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,Diesel,Automatic,First,2696.0,184.0,7.0,10.5,Mahindra,696.8494
1195,BMW 3 Series 320d Luxury Line,Chennai,2012,65000,Diesel,Automatic,First,1995.0,190.0,5.0,14.0,BMW,1414.2677
1408,BMW 5 Series 523i Sedan,Mumbai,2010,69300,Petrol,Automatic,Second,2497.0,150.0,5.0,12.5,BMW,752.004
1845,Honda City 1.3 EXI,Pune,1999,140000,Petrol,Manual,First,1343.0,90.0,5.0,0.9,Honda,905.1899999999999
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,1197.0,81.8,5.0,5.1,Maruti,1531.86
3957,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,799.0,53.3,5.0,3.07,Renault,1752.5871
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,Petrol,Manual,First,1197.0,83.1,5.0,6.1,Maruti,1490.0819999999999
4354,Toyota Etios Liva GD,Delhi,2012,72351,Diesel,Manual,First,1364.0,67.04,5.0,2.65,Toyota,1470.3646999999999
35,Maruti Wagon R LXI BSIII,Jaipur,2009,83816,Petrol,Manual,Second,1061.0,64.0,5.0,1.85,Maruti,974.8199999999999
5903,Maruti Ciaz 1.4 AT Alpha,Hyderabad,2017,15234,Petrol,Automatic,First,1373.0,91.1,5.0,9.95,Maruti,1331.3256
2345,Maruti Swift VDI,Hyderabad,2014,85512,Diesel,Manual,First,1248.0,74.0,5.0,5.8,Maruti,1427.357
444,Hyundai EON D Lite,Hyderabad,2014,20600,Petrol,Manual,First,814.0,55.2,5.0,2.6,Hyundai,1469.193
2359,Mahindra Xylo D2 Maxx,Chennai,2016,150000,Diesel,Manual,First,2489.0,93.7,9.0,4.5,Mahindra,931.8335
3654,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,1248.0,73.94,5.0,3.65,Maruti,1446.0559999999998
3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,1799.0,130.2,5.0,5.0,Honda,1030.524
1286,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,Diesel,Manual,First,1199.0,73.9,5.0,4.85,Volkswagen,1375.6231
4503,Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,1497.0,117.3,5.0,8.95,Honda,1253.34
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,814.0,55.2,5.0,3.0,Hyundai,1469.193
2137,Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,998.0,67.1,5.0,3.2,Maruti,1316.0069999999998
2636,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,Second,1197.0,82.0,5.0,5.91,Hyundai,1316.0069999999998
4016,Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,Diesel,Automatic,Second,1968.0,140.0,5.0,3.31,Volkswagen,891.3190000000001
5813,Renault Duster 85PS Diesel RxL,Hyderabad,2013,74911,Diesel,Manual,First,1461.0,83.8,5.0,6.0,Renault,1274.6485
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,1199.0,73.9,5.0,3.25,Volkswagen,1375.6231
4370,Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,999.0,67.0,5.0,3.6,Renault,1602.1863
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,1197.0,81.86,5.0,6.03,Hyundai,1316.0069999999998
4434,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,1197.0,78.9,5.0,3.9,Hyundai,1417.6668
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,1598.0,103.5,5.0,5.84,Volkswagen,1062.5538
3635,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,1591.0,121.3,5.0,5.44,Hyundai,1183.71
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,1248.0,88.5,5.0,9.49,Maruti,1514.619
4615,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,Diesel,Automatic,First,2143.0,167.62,5.0,25.5,Mercedes-Benz,734.2474
140,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2014,44965,Diesel,Automatic,First,2143.0,170.0,5.0,17.95,Mercedes-Benz,1201.0991
5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,1461.0,84.8,5.0,4.0,Nissan,1415.5143
714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,1197.0,81.8,5.0,8.5,Maruti,1531.86
3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,2982.0,168.5,7.0,20.25,Toyota,782.2415
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,1061.0,64.0,5.0,1.1,Maruti,1204.599
5732,Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,1497.0,117.3,5.0,5.35,Honda,1211.562
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,2993.0,218.0,5.0,33.5,BMW,1042.7809
20,BMW 3 Series 320d,Kochi,2014,32982,Diesel,Automatic,First,1995.0,190.0,5.0,18.55,BMW,1414.2677
1004,BMW 3 Series 320d Sport Line,Kolkata,2013,21983,Diesel,Automatic,First,1995.0,184.0,5.0,16.5,BMW,1176.7903999999999
2411,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,Petrol,Automatic,First,1796.0,186.0,5.0,11.5,Mercedes-Benz,817.4562
2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,1493.0,100.0,7.0,7.57,Mahindra,1087.6585
2390,Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,Petrol,Automatic,First,1798.0,157.75,5.0,14.05,Skoda,953.9309999999999
4829,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,1498.0,98.6,5.0,4.5,Honda,1608.114
42,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,Coimbatore,2017,22033,Diesel,Manual,First,1198.0,77.0,6.0,5.58,Mahindra,1578.1956
2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,1248.0,76.9,5.0,3.0,Chevrolet,1377.493
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,1197.0,81.86,5.0,4.75,Hyundai,1316.0069999999998
3022,Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,Diesel,Manual,First,2982.0,171.0,7.0,23.5,Toyota,716.795
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,1197.0,78.9,5.0,3.75,Hyundai,1417.6668
11,Honda City 1.5 V AT Sunroof,Kolkata,2012,60000,Petrol,Automatic,First,1497.0,116.3,5.0,4.49,Honda,1169.7839999999999
1177,Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,1086.0,68.05,5.0,3.1,Hyundai,1379.3702999999998
1947,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,2143.0,170.0,5.0,30.5,Mercedes-Benz,924.9771999999999
2501,Maruti Swift VDI BSIV,Hyderabad,2016,51787,Diesel,Manual,First,1248.0,74.0,5.0,6.45,Maruti,1109.474
2863,Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,Diesel,Automatic,First,1968.0,174.33,5.0,20.57,Audi,1101.9944
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,1498.0,89.84,5.0,5.5,Ford,1414.8909999999998
1026,Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,995.0,62.1,5.0,3.3,Chevrolet,1128.0059999999999
3848,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,998.0,67.1,5.0,2.6,Maruti,1316.0069999999998
2989,Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,998.0,67.04,5.0,3.25,Maruti,1566.675
961,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,1199.0,82.5,5.0,1.89,Chevrolet,1267.2659999999998
2889,Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,2499.0,141.0,7.0,5.86,Ford,816.5229999999999
3015,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,Petrol,Manual,First,1198.0,74.0,5.0,6.43,Volkswagen,1146.8060999999998
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,1197.0,85.8,5.0,6.14,Maruti,1288.155
4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,Petrol,Automatic,First,1794.0,138.1,5.0,12.5,Toyota,1011.7238999999998
735,Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,1248.0,74.0,5.0,7.83,Maruti,1707.2187
1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,Diesel,Manual,First,1461.0,83.8,5.0,5.5,Renault,1275.2718
2875,Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,1498.0,98.6,5.0,5.4,Honda,1608.114
3986,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,Petrol,Manual,First,1196.0,86.8,5.0,6.46,Ford,1264.4807999999998
916,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,1248.0,73.9,5.0,3.65,Maruti,1202.969
5013,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,1120.0,70.0,5.0,5.5,Hyundai,1495.92
4089,Honda Mobilio S i VTEC,Kochi,2018,35442,Petrol,Manual,First,1497.0,117.3,7.0,7.32,Honda,1204.599
5555,Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,1197.0,85.8,5.0,2.0,Maruti,1469.193
4696,Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,998.0,67.1,5.0,1.11,Maruti,1316.0069999999998
2772,Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,1591.0,121.3,5.0,4.2,Hyundai,1190.673
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,1197.0,78.9,5.0,2.1,Hyundai,1417.6668
4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,1373.0,93.7,7.0,6.25,Maruti,1115.4725999999998
821,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,Diesel,Automatic,Second,2143.0,203.0,5.0,13.9,Mercedes-Benz,885.7093
1367,Honda City i VTEC CVT VX,Kochi,2016,60475,Petrol,Automatic,First,1497.0,117.3,5.0,9.1,Honda,1253.34
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,2143.0,204.0,5.0,30.72,Mercedes-Benz,810.29
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,1995.0,177.0,5.0,12.0,BMW,1151.8584
850,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,Diesel,Manual,First,2393.0,147.8,7.0,18.6,Toyota,852.6744
1000,Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,998.0,66.1,5.0,2.6,Maruti,1322.9699999999998
5297,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,First,1198.0,86.8,5.0,3.28,Honda,1350.822
4114,Toyota Corolla Altis JS MT,Kolkata,2015,46000,Petrol,Manual,First,1798.0,138.03,5.0,6.95,Toyota,994.3163999999999
1637,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,1968.0,174.33,5.0,24.74,Audi,1066.4663
1667,Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Diesel,Manual,Second,1896.0,66.0,5.0,2.35,Skoda,1165.571
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,1248.0,73.75,5.0,2.25,Maruti,1770.1719999999998
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,Diesel,Automatic,First,2987.0,224.0,5.0,14.41,Mercedes-Benz,872.62
1347,Mahindra Scorpio LX BS IV,Bangalore,2007,74112,Diesel,Manual,First,2179.0,120.0,9.0,4.1,Mahindra,751.0765
4693,Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,1248.0,74.0,5.0,4.65,Maruti,1427.357
3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,1248.0,88.8,5.0,4.5,Maruti,1340.095
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,1591.0,121.3,5.0,7.75,Hyundai,1183.71
4617,Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,Diesel,Manual,First,1582.0,126.32,5.0,6.7,Hyundai,1391.2056
3232,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,1582.0,126.2,5.0,13.54,Hyundai,1226.0311000000002
4912,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,1582.0,126.2,5.0,12.26,Hyundai,1226.0311000000002
703,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,3198.0,197.2,7.0,31.12,Ford,680.0203
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,2982.0,171.0,7.0,11.0,Toyota,716.795
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,2143.0,170.0,5.0,11.99,Mercedes-Benz,924.9771999999999
3673,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,2354.0,180.0,5.0,5.95,Honda,710.2259999999999
2408,Mahindra Scorpio S2 7 Seater,Pune,2014,87200,Diesel,Manual,First,2523.0,75.0,7.0,7.75,Mahindra,959.882
1327,Maruti Swift 1.3 ZXI,Hyderabad,2015,50295,Petrol,Manual,First,,,5.0,5.8,Maruti,1121.0430000000001
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,936.0,57.6,5.0,2.25,Chevrolet,1585.6752000000001
4922,Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,1968.0,140.8,5.0,9.75,Audi,947.4159999999999
5019,Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,1248.0,88.5,5.0,7.25,Maruti,1514.619
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,Diesel,Automatic,First,1968.0,174.33,5.0,17.75,Audi,980.4509
5454,Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,1599.0,103.2,5.0,1.85,Hyundai,967.857
5167,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,1373.0,93.7,7.0,6.75,Maruti,1115.4725999999998
4975,Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,1373.0,91.1,5.0,7.11,Maruti,1443.4298999999999
4049,Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,Diesel,Manual,First,1896.0,66.0,5.0,1.99,Skoda,1165.571
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,936.0,57.6,5.0,1.55,Chevrolet,1585.6752000000001
2474,Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,Diesel,Automatic,First,2143.0,136.0,5.0,27.43,Mercedes-Benz,1115.7069999999999
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,998.0,67.04,5.0,4.3,Maruti,1608.453
1198,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,Petrol,Manual,First,999.0,75.0,5.0,5.68,Volkswagen,1307.6514
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,1197.0,83.1,5.0,6.37,Maruti,1490.0819999999999
1518,Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,1183.71
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,Diesel,Automatic,First,2143.0,203.0,5.0,29.0,Mercedes-Benz,885.7093
1014,Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,1197.0,80.0,5.0,2.25,Hyundai,1288.155
128,Honda CR-V 2.4 MT,Bangalore,2007,47700,Petrol,Manual,Second,2354.0,152.0,5.0,5.25,Honda,752.004
1364,Honda Mobilio S i DTEC,Kolkata,2015,50000,Diesel,Manual,First,1498.0,98.6,7.0,4.7,Honda,1508.386
4622,Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,Diesel,Automatic,First,1968.0,140.0,5.0,23.0,Audi,1031.5615
891,Honda Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,1498.0,98.6,5.0,4.5,Honda,1608.114
2793,Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,2835.0,107.2,6.0,11.88,Mitsubishi,654.465
5044,Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,2982.0,171.0,7.0,11.0,Toyota,716.795
5731,Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,1197.0,78.9,5.0,2.85,Hyundai,1417.6668
5152,Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,First,1248.0,73.9,5.0,3.95,Maruti,1202.969
3249,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,1799.0,130.0,5.0,3.75,Honda,898.227
1208,Tata Manza Aura Safire,Kolkata,2010,40000,Petrol,Manual,First,1368.0,90.0,5.0,1.35,Tata,1044.4499999999998
3868,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,814.0,55.0,5.0,2.65,Hyundai,1531.86
4065,Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,43316,Petrol,Manual,First,999.0,123.37,5.0,6.22,Ford,1314.6144
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,First,2143.0,203.0,5.0,24.95,Mercedes-Benz,885.7093
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,Diesel,Automatic,Second,2143.0,167.62,5.0,17.0,Mercedes-Benz,1201.0991
2289,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,Diesel,Automatic,First,1968.0,167.7,5.0,5.25,Volkswagen,1142.5088999999998
2740,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,Petrol,Manual,First,1799.0,130.0,5.0,4.25,Honda,940.0049999999999
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,1248.0,74.0,5.0,7.15,Maruti,1770.1719999999998
1035,BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Petrol,Automatic,Second,2497.0,215.0,5.0,11.0,BMW,752.004
1229,Chevrolet Beat LT,Pune,2012,78000,Petrol,Manual,Second,1199.0,79.4,5.0,2.0,Chevrolet,1295.118
1008,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,796.0,34.2,8.0,3.8,Maruti,1169.7839999999999
3828,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,998.0,67.1,5.0,3.87,Maruti,1316.0069999999998
2532,Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,Diesel,Automatic,First,2967.0,241.4,7.0,22.0,Audi,752.3231
1058,Maruti Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,998.0,67.1,5.0,3.7,Maruti,1316.0069999999998
4462,Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,998.0,67.04,5.0,4.3,Maruti,1608.453
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,1497.0,118.0,5.0,4.21,Honda,1183.71
1043,Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,Diesel,Manual,First,1461.0,108.5,5.0,7.61,Nissan,1184.8933
1316,Audi A4 2.0 TDI,Delhi,2013,36000,Diesel,Automatic,Second,1968.0,147.51,5.0,14.0,Audi,1031.5615
968,Maruti Swift Dzire VXi,Kolkata,2008,47000,Petrol,Manual,Second,1298.0,85.8,5.0,1.4,Maruti,1218.5249999999999
2381,Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,Diesel,Manual,First,1248.0,88.5,5.0,8.3,Maruti,1750.8497
5944,Ford EcoSport 1.0 Ecoboost Titanium Plus,Delhi,2015,64000,Petrol,Manual,First,999.0,123.24,5.0,6.0,Ford,1314.6144
1939,Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,2179.0,120.0,7.0,8.5,Mahindra,959.882
4310,Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,1248.0,88.8,5.0,1.8,Tata,1316.4096
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,1196.0,73.0,7.0,2.95,Maruti,1051.413
619,BMW 3 Series 320d Prestige,Mumbai,2013,37500,Diesel,Automatic,First,1995.0,184.0,5.0,16.75,BMW,1176.7903999999999
5591,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,1799.0,130.0,5.0,2.3,Honda,940.0049999999999
1742,Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,Diesel,Manual,First,1461.0,108.45,5.0,6.1,Renault,1184.8933
1390,BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,Diesel,Automatic,First,1995.0,184.0,5.0,22.0,BMW,1176.7903999999999
5862,Toyota Etios G,Jaipur,2013,67000,Petrol,Manual,Second,1496.0,88.73,5.0,4.05,Toyota,1168.3914
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,1197.0,82.0,5.0,5.75,Hyundai,1316.0069999999998
1655,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,1798.0,157.75,5.0,10.75,Skoda,953.9309999999999
3568,Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,1497.0,100.0,5.0,2.11,Honda,1176.7469999999998
2352,Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,Diesel,Manual,First,1461.0,108.45,5.0,7.95,Renault,1184.8933
2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,796.0,47.3,5.0,2.1,Maruti,1719.8609999999999
5982,Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,2179.0,153.86,7.0,13.5,Tata,1097.008
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,1198.0,73.9,5.0,3.5,Volkswagen,1146.8060999999998
3192,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,814.0,55.2,5.0,2.1,Hyundai,1469.193
1307,Tata Indigo LX,Ahmedabad,2015,78008,Diesel,Manual,First,1405.0,70.0,5.0,2.9,Tata,1059.61
575,Hyundai Santro Xing XO,Chennai,2006,83072,Petrol,Manual,First,1086.0,,5.0,1.4,Hyundai,1183.71
2360,Maruti Swift Dzire LDI,Delhi,2015,53503,Diesel,Manual,First,1248.0,74.0,5.0,5.0,Maruti,1657.3546999999999
1280,Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,1197.0,80.0,5.0,2.3,Hyundai,1288.155
4888,Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,1498.0,98.6,5.0,5.25,Honda,1608.114
6017,Maruti Wagon R VXI,Kolkata,2013,46000,Petrol,Manual,First,998.0,67.1,5.0,2.65,Maruti,1316.0069999999998
1993,Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,First,1196.0,70.0,5.0,2.95,Ford,1086.2279999999998
2639,Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,1197.0,82.0,5.0,4.6,Hyundai,1316.0069999999998
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,1461.0,108.45,5.0,10.0,Renault,1224.1612
629,Mahindra Bolero DI BSII,Chennai,2006,82453,Diesel,Manual,First,2523.0,63.0,8.0,2.9,Mahindra,847.688
4454,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,1248.0,74.0,5.0,4.35,Maruti,1427.357
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,1396.0,90.0,5.0,4.0,Hyundai,1433.59
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,1197.0,81.83,5.0,7.75,Hyundai,1295.118
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,1197.0,85.8,5.0,2.65,Maruti,1218.5249999999999
4023,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,Diesel,Manual,First,1582.0,126.32,5.0,5.75,Hyundai,1391.2056
2046,Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,1586.0,104.68,5.0,2.11,Maruti,1044.4499999999998
5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,1461.0,84.8,5.0,4.0,Nissan,1348.8212
2113,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,1497.0,118.0,5.0,5.5,Honda,1169.7839999999999
27,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,54000,Petrol,Manual,Second,998.0,67.1,5.0,2.75,Maruti,1456.6596
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,1796.0,185.0,5.0,22.0,Mercedes-Benz,856.449
3928,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,1298.0,85.8,5.0,3.75,Maruti,1218.5249999999999
5435,Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,1498.0,98.6,5.0,6.2,Honda,1564.483
3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,1198.0,86.7,5.0,4.25,Honda,1253.34
3814,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,2993.0,270.9,5.0,29.5,Jaguar,918.7442
129,Volkswagen Vento 1.5 TDI Comfortline AT,Pune,2015,55000,Diesel,Automatic,First,1498.0,103.2,5.0,7.25,Volkswagen,1322.0193
4457,Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,First,1461.0,83.8,5.0,5.5,Renault,1238.4971
5906,Ford Endeavour 3.0L 4X4 AT,Chennai,2011,100000,Diesel,Automatic,First,2953.0,153.86,7.0,8.5,Ford,710.562
13,Land Rover Range Rover 2.2L Pure,Delhi,2014,72000,Diesel,Automatic,First,2179.0,187.7,5.0,27.0,Land,791.5909999999999
